"ARTONGES";"02";"AISNE";"02330";"02026";""
"ASSIS-SUR-SERRE";"02";"AISNE";"02270";"02027";""
"ATHIES-SOUS-LAON";"02";"AISNE";"02840";"02028";""
"ATTILLY";"02";"AISNE";"02490";"02029";""
"AUBENCHEUL-AUX-BOIS";"02";"AISNE";"02420";"02030";""
"AUBENTON";"02";"AISNE";"02500";"02031";""
"AUBIGNY-AUX-KAISNES";"02";"AISNE";"02590";"02032";""
"AUBIGNY-EN-LAONNOIS";"02";"AISNE";"02820";"02033";""
"AUDIGNICOURT";"02";"AISNE";"02300";"02034";""
"AUDIGNY";"02";"AISNE";"02120";"02035";""
"AUGY";"02";"AISNE";"02220";"02036";""
"AULNOIS-SOUS-LAON";"02";"AISNE";"02000";"02037";""
"AUTELS";"02";"AISNE";"02360";"02038";"LES"
"AUTREMENCOURT";"02";"AISNE";"02250";"02039";""
"AUTREPPES";"02";"AISNE";"02580";"02040";""
"AUTREVILLE";"02";"AISNE";"02300";"02041";""
"AZY-SUR-MARNE";"02";"AISNE";"02400";"02042";""
"BAGNEUX";"02";"AISNE";"02290";"02043";""
"BANCIGNY";"02";"AISNE";"02140";"02044";""
"BARENTON-BUGNY";"02";"AISNE";"02000";"02046";""
"BARENTON-CEL";"02";"AISNE";"02000";"02047";""
"BARENTON-SUR-SERRE";"02";"AISNE";"02270";"02048";""
"BARISIS";"02";"AISNE";"02700";"02049";""
